recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
rec4n2NFhCdXw79t5,001.002.000*The Plutarch Project Volume Five (Revised)->Plutarch/Government: Grade 9,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recCbmkURetPCm9Qt,,R2,,,The Plutarch Project Volume Five (Revised) (Full Term),The Plutarch Project Volume Five (Revised) (Full Term),,,,"Plutarch: Grades 6-8
Plutarch/Government: Grade 9",,,001.002.000,005.009.000.001.001.000,"G9,","The Plutarch Project Volume Five (Revised) by Anne White
ISBN/ASIN 978-1990258183 
Alternate Formats: Ebook

➜ RATIONALE: Students will read about the lives of Alexander and Timoleon. Anne White has broken up the Lives into reasonable sections with suitable omissions for length and content. She also included study helps to aid with understanding. Lesson plans will offer guidance as well.","Term 1
Term 2",https://a.co/d/9PZFp6c,https://www.amblesideonline.org/plutarch-study,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recfRdF1gA3ocsexI?home=pag5Pf79xsyOIdvDI,,
recYMqcoAXsNUUpkv,001.002.000*Historical Atlas of the World 6th Ed.->Plutarch/Government: Grade 9,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reca6JrCf4DtEZII1,,R2,,,Historical Atlas of the World 6th Ed. (Selections),Historical Atlas of the World 6th Ed. (Selections),,,"Resources: Grades 4-6
Resources: Grades 7-8
Resources: Grade 9
Resources: Grade 10
Resources: Grade 11
Resources: Grade 12
Story of Arithmetic: Part 1
Story of Arithmetic: Part 2
Story of Geometry: Part 1
Plutarch: Grades 6-8
First Citizen Stories","Resources: Grades 4-6
Resources: Grades 7-8
Resources: Grade 9
Resources: Grade 10
Resources: Grade 11
Resources: Grade 12
Story of Arithmetic: Part 1
Story of Arithmetic: Part 2
Story of Geometry: Part 1
Plutarch: Grades 6-8
U.S. History: Grades 4-6
First Citizen Stories
Plutarch/Government: Grade 9
Ancient History: Grades 5-6
Ancient History: Grades 7-9","Resources: Grades 4-6
Resources: Grades 7-8
Resources: Grade 9
Resources: Grade 10
Resources: Grade 11
Resources: Grade 12
Story of Arithmetic: Part 1
Story of Arithmetic: Part 2
Story of Geometry: Part 1
Plutarch: Grades 6-8
First Citizen Stories","Resources: Grades 4-6
Resources: Grades 7-8
Resources: Grade 9
Resources: Grade 10
Resources: Grade 11
Resources: Grade 12
Story of Arithmetic: Part 1
Story of Arithmetic: Part 2
Story of Geometry: Part 1
Plutarch: Grades 6-8
First Citizen Stories",001.002.000,005.009.000.001.001.000,"G9,","Historical Atlas of the World 6th Ed. by Rand McNally
ISBN/ASIN 978-0528026553  ✓REFERENCE

➜ RATIONALE: Presents important periods and turning points in 5,000 years of history. Thematic maps include literacy, languages, religions, and more. Used across curriculum.","Term 1 (Selections)
Term 2 (Selections)",https://smile.amazon.com/McNally-Historical-Atlas-World-Grades-dp-0528026550/dp/0528026550/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=026553,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recfRdF1gA3ocsexI?home=pag5Pf79xsyOIdvDI,,
rec8agy3c9rpDsyyn,001.002.000*Ourselves: Book 1->Ethics: Part 3,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recLHdhKMfjC9IAKG,,R2,R3,,Ourselves: Book 1 (Full Term - p.136-162),Ourselves: Book 1 (Full Term - p.163-186),Ourselves: Book 1 (Full Term - p.187-210),,,"Ethics: Part 1
Ethics: Part 2
Ethics: Part 3","Ethics: Part 1
Ethics: Part 2
Ethics: Part 3",,001.002.000,005.009.000.003.001.000,"G9,","Ourselves: Book 1 by Charlotte Mason
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Mason emphasized that children are persons; this is the volume in which she defines that term. What characteristics do we, as Image-Bearers, have in common? What kinds of pitfalls should we anticipate? These are some of the profound questions Mason deals with in this, her only volume written directly to students. 

➜ May sub any edition.","Term 1
Term 2
Term 3",https://www.livingbookpress.com/product/ourselves/?lbp=6156,https://www.amblesideonline.org/CM/toc.html#4,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recaBRc6tZCJca8nx?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/reciA3o7lcUcEINWo?home=pag8nmiUVfXJRZFLW,
recrcBRPzg4v2TsZS,001.001.000*Keep a current events calendar->Current Events: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recHtf52DpCR10UhH,R1,,,,Keep a current events calendar,Keep a current events calendar,Keep a current events calendar,,"Current Events: Grades 5-8
Current Events: Grades 9-12",,,,001.001.000,005.009.000.005.001.000,"G9, G10, G11, G12,","Keep a current events calendar
NOTE: Suggested news sources will be listed in the lesson plans.","Term 1
Term 2
Term 3",,,,,,,,
recMMZQas3J1kVwIc,001.001.000*Think: The Life of the Mind and the Love of God->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=receYiXHRchDVPdO3,R1,R2,,,Think: The Life of the Mind and the Love of God (Full Term - Choose this OR Atomic Habits),,,,,,,,001.001.000,005.010.001.002.001.000,"G10,","Think: The Life of the Mind and the Love of God by John Piper
ISBN/ASIN 978-1433523182 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A focus on using both heart and mind to know and love God and care for others.

NOTE: Choose this OR Atomic Habits",Term 1,https://smile.amazon.com/Think-Life-Mind-Love-God/dp/1433523183/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=523182,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recI4R1pz0fo3qZks?home=pag5Pf79xsyOIdvDI,,
recAiwYyev8YIjmXZ,001.003.000*If You Can Keep It->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recoscyGuurLmZ17x,,,R3,,If You Can Keep It (Full Term),If You Can Keep It (Full Term),,,,,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",,001.003.000,005.010.001.002.001.000,"G10,","If You Can Keep It by Eric Metaxas
ISBN/ASIN 978-1101979990 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Important ideas covering government and civic responsibility.","Term 1
Term 2",https://a.co/d/7G6aceM,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=979990,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/receYVcsBWVNyLXLS?home=pag8nmiUVfXJRZFLW,
recugjtvzYpY0vrt1,001.004.000*Think: The Life of the Mind and the Love of God->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=receYiXHRchDVPdO3,,,,R4,Think: The Life of the Mind and the Love of God (Full Term),,,,,,,,001.004.000,005.010.001.002.001.000,"G10,","Think: The Life of the Mind and the Love of God by John Piper
ISBN/ASIN 978-1433523182 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A focus on using both heart and mind to know and love God and care for others.

NOTE: Choose this OR Atomic Habits",Term 1,https://smile.amazon.com/Think-Life-Mind-Love-God/dp/1433523183/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=523182,Option 1,Option 2,,,,
rec2vmSnBTyMusfx3,001.002.000*Atomic Habits->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec15R98Dglfr11MF,,R2,,,Atomic Habits (Choose this OR Think),,,,,,,,001.002.000,005.010.001.002.001.000,"G10,","Atomic Habits by James Clear
ISBN/ASIN 978-0735211292 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: James Clear, one of the world's leading experts on habit formation, reveals practical strategies that will teach you exactly how to form good habits, break bad ones, and master the tiny behaviors that lead to remarkable results. This book brings Mason's thoughts on habits into the 21st century applying current research in this field.

NOTE: Choose this OR Think",Term 1,https://a.co/d/gQhhhE4,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=211299,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recI4R1pz0fo3qZks?home=pag5Pf79xsyOIdvDI,,
recSdon6BqZXGWXJg,002.001.000*Roots of American Democracy (Reading PDF)->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rechwndWj2VrJN5XO,R1,,,,,Roots of American Democracy (Reading PDF),,,"American Gov./ Economics: Grade 8
Econ/ Civics: Grade 10",,,,002.001.000,005.010.001.002.002.000,"G10,","Roots of American Democracy (Reading PDF) ✓SAVE ✓PRINT

➜ RATIONALE: This year's study explores the diverse origins of American democracy, from the Normandy invasion of England in 1066 A.D. to the representative forms of government developed by American Indian tribes before European contact. ",Term 2,,,Included in Lessons,,,,,
recXL9odeheeZK6mx,"002.004.000*Eyes on the Prize, Season 1 (Prime Video)->Econ/ Civics: Grade 10",https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recIgk9C2T9NiIKu4,,,,R4,,"Eyes on the Prize, Season 1 (Prime Video) (Full Term)",,,,,,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",002.004.000,005.010.001.002.002.000,"G10,","Eyes on the Prize, Season 1 (Prime Video) by Crossley, et al (producers)
Alternate Formats: Video

➜ RATIONALE: 6-episode documentary on the civil rights era.

NOTE: PBS Documentary. Purchase Season 1 as lessons include all episodes. ",Term 2,https://smile.amazon.com/Awakenings-1954-1956/dp/B00EE2W00I/,,Option 1,,,,,
recwPdbE644kfyhuQ,003.001.000*What Would Keynes Do?->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec22O3t21BvJaiDw,R1,R2,,R4,,,What Would Keynes Do? (Full Term),,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11","Econ/ Civics: Grade 10
Econ/ Civics: Grade 11",,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",003.001.000,005.010.001.002.003.000,"G10,","What Would Keynes Do? by Tejvan Pettinger
ISBN/ASIN 978-0228100294 
Alternate Formats: Ebook

➜ RATIONALE: An easy-to-follow introduction to economics and how it applies to real-life decisions from a variety of economic theory approaches. 

NOTE: Used in grades 10 & 11.",Term 3,https://a.co/d/0GRAYeo,https://bookshop.org/a/90084/9780228100294,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recI4R1pz0fo3qZks?home=pag5Pf79xsyOIdvDI,,
recRLaGebHosF6GaE,003.003.000*Home Economics: Fourteen Essays->Econ/ Civics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0dyDxIGTFGVnsF,,,R3,,,,Home Economics: Fourteen Essays (Full Term),,,,,,003.003.000,005.010.001.002.003.000,"G10,","Home Economics: Fourteen Essays by Wendell Berry
ISBN/ASIN 978-1582434858 

➜ RATIONALE: A collection of essays on important citizenship topics.",Term 3,https://smile.amazon.com/Home-Economics-Fourteen-Wendell-Berry/dp/1582434859/,https://bookshop.org/a/90084/9781582434858,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/receYVcsBWVNyLXLS?home=pag8nmiUVfXJRZFLW,
recgXPLgC2rpE1ONJ,001.002.000*Ourselves Book 2: Self-Direction->Ethics: Part 4,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recSGmJ0X1KxD75S1,,R2,R3,,Ourselves Book 2: Self-Direction (Full Term - p.1-32),Ourselves Book 2: Self-Direction (Full Term - p.33-67),Ourselves Book 2: Self-Direction (Full Term - p.68-103),,"Ethics: Grade 10
Ethics: Grade 11","Ethics: Part 4
Ethics: Part 5","Ethics: Part 4
Ethics: Part 5","Ethics: Grade 10
Ethics: Grade 11",001.002.000,005.010.001.003.001.000,"G10,","Ourselves Book 2: Self-Direction by Charlotte Mason
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Mason emphasized that children are persons; this is the volume in which she defines that term. What characteristics do we, as Image-Bearers, have in common? What kinds of pitfalls should we anticipate? These are some of the profound questions Mason deals with in this, her only volume written directly to students. 

➜ May sub any edition.","Term 1
Term 2
Term 3",https://www.livingbookpress.com/product/ourselves/?lbp=6156,https://www.amblesideonline.org/CM/vol4complete.html#4_5,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recllsiV8ISRDEWhm?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recpeWeqaT2ZQAYYl?home=pag8nmiUVfXJRZFLW,
rechqOBVzolpnfZe2,001.001.000*Ourselves Book 2: Self-Direction->Ethics: Grade 10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recSGmJ0X1KxD75S1,R1,,,R4,Ourselves Book 2: Self-Direction (Full Term - p.1-32),Ourselves Book 2: Self-Direction (Full Term - p.33-67),Ourselves Book 2: Self-Direction (Full Term - p.68-103),,"Ethics: Grade 10
Ethics: Grade 11","Ethics: Part 4
Ethics: Part 5","Ethics: Part 4
Ethics: Part 5","Ethics: Grade 10
Ethics: Grade 11",001.001.000,005.010.001.004.001.000,"G10,","Ourselves Book 2: Self-Direction by Charlotte Mason
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Mason emphasized that children are persons; this is the volume in which she defines that term. What characteristics do we, as Image-Bearers, have in common? What kinds of pitfalls should we anticipate? These are some of the profound questions Mason deals with in this, her only volume written directly to students. 

➜ May sub any edition.","Term 1
Term 2
Term 3",https://www.livingbookpress.com/product/ourselves/?lbp=6156,https://www.amblesideonline.org/CM/vol4complete.html#4_5,Option 1,Free,,,,
recucm4qtvNsrFkGB,001.001.000*Cultural Engagement: A Crash Course in Contemporary Issues->Econ/ Civics: Grade 11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec7CCXefYl6SyzaK,R1,R2,,,Cultural Engagement: A Crash Course in Contemporary Issues,,,,"Econ/ Civics: Grade 11
Econ/ Civics: Grade 12","Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",,,001.001.000,005.011.001.002.001.000,"G11,","Cultural Engagement: A Crash Course in Contemporary Issues by Joshua Chatraw & Karen Swallow Prior
ISBN/ASIN 978-0310534570 
Alternate Formats: Ebook

➜ RATIONALE: A series of studies on contemporary issues using a Christian worldview lens helps students think through and understand cultural trends, general assumptions, and practical reasoning. 

NOTE: Used in Grades 11 & 12. ",Term 1,https://smile.amazon.com/Cultural-Engagement-Course-Contemporary-Issues/dp/0310534577/,https://bookshop.org/a/90084/9780310534570,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recC3hg5Qk23gCHSo?home=pag5Pf79xsyOIdvDI,,
recz0FOEY5RTbTFZ0,001.003.000*If You Can Keep It->Econ/ Civics: Grade 11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recoscyGuurLmZ17x,,,R3,,If You Can Keep It (Full Term),If You Can Keep It (Full Term),,,,,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",,001.003.000,005.011.001.002.001.000,"G11,","If You Can Keep It by Eric Metaxas
ISBN/ASIN 978-1101979990 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Important ideas covering government and civic responsibility.","Term 1
Term 2",https://a.co/d/7G6aceM,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=979990,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec7b6nmpi8HTZ9JX?home=pag8nmiUVfXJRZFLW,
reczi5hPvNpzcNWFr,001.004.000*What Would Keynes Do?->Econ/ Civics: Grade 11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec22O3t21BvJaiDw,,,,R4,What Would Keynes Do?,,What Would Keynes Do?,,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11","Econ/ Civics: Grade 10
Econ/ Civics: Grade 11",,"Econ/ Civics: Grade 10
Econ/ Civics: Grade 11
Econ/ Civics: Grade 12",001.004.000,005.011.001.002.001.000,"G11,","What Would Keynes Do? by Tejvan Pettinger
ISBN/ASIN 978-0228100294 
Alternate Formats: Ebook

➜ RATIONALE: An easy-to-follow introduction to economics and how it applies to real-life decisions from a variety of economic theory approaches. 

NOTE: Used in grades 10 & 11.","Term 1
Term 3",https://a.co/d/0GRAYeo,https://bookshop.org/a/90084/9780228100294,Option 1,Option 2,,,,
